code,system
P1...00,readv2
70923.0,readv2
103284.0,readv2
104943.0,readv2
43593.0,readv2
53578.0,readv2
3947.0,readv2
99299.0,readv2
99281.0,readv2
57611.0,readv2
90482.0,readv2
105767.0,readv2
66516.0,readv2
60623.0,readv2
59218.0,readv2
109243.0,readv2
61862.0,readv2
50365.0,readv2
73712.0,readv2
95478.0,readv2
53471.0,readv2
57113.0,readv2
42497.0,readv2
71525.0,readv2
73608.0,readv2
50565.0,readv2
46790.0,readv2
109893.0,readv2
56386.0,readv2
67351.0,readv2
72018.0,readv2
99332.0,readv2
53929.0,readv2
91600.0,readv2
68221.0,readv2
98811.0,readv2
65936.0,readv2
72928.0,readv2
52683.0,readv2
96407.0,readv2
101013.0,readv2
67878.0,readv2
101493.0,readv2
5306.0,readv2
93902.0,readv2
99894.0,readv2
98280.0,readv2
48609.0,readv2
107144.0,readv2
47827.0,readv2
106579.0,readv2
59380.0,readv2
107377.0,readv2
64717.0,readv2
96709.0,readv2
69370.0,readv2
65246.0,readv2
94598.0,readv2
5431.0,readv2
67708.0,readv2
73085.0,readv2
31775.0,readv2
47288.0,readv2
102628.0,readv2
9722.0,readv2
57243.0,readv2
95018.0,readv2
63513.0,readv2
98298.0,readv2
56362.0,readv2
21802.0,readv2
6866.0,readv2
69397.0,readv2
3336.0,readv2
Q05,readv2
